id,energy,danceability,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
33mRNYsRLf75DuzXTE77uv,0.266,0.677,9,-11.259,1,0.0303,0.934,0.0027,0.143,0.548,80.602,168747,4,studio
2yzjNgBPrQEW3HmTmxQzT4,0.174,0.419,2,-13.457,1,0.0269,0.954,0.00021,0.105,0.0874,82.135,191640,4,studio
1OEeYRbR1O40Yu6wmt1ReJ,0.298,0.522,3,-14.616,1,0.0304,0.899,0.00224,0.109,0.576,98.826,157667,4,studio
41ev75JtScZeRGHQ19O6BG,0.535,0.637,9,-12.668,1,0.0342,0.493,3.17e-05,0.262,0.842,132.458,166067,4,studio
0xOucwq1t7KxKQDUz7gxR3,0.409,0.546,9,-19.741,1,0.037,0.00232,3.68e-05,0.973,0.312,146.061,260667,4,live
7rwS7lcHkv6qJuVZiOlL7T,0.39,0.675,5,-9.962,1,0.0337,0.653,0.0002,0.104,0.317,106.055,334773,4,studio
6HSXNV0b4M4cLJ7ljgVVeh,0.396,0.513,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,149880,4,studio
0TTP8QqUJVIpOepemCowza,0.811,0.452,2,-5.848,0,0.0375,0.0483,0.0787,0.933,0.216,110.931,556333,4,live
42KZovoCaiMhxskWGA68gt,0.833,0.613,0,-8.153,1,0.0462,0.312,0,0.199,0.845,161.819,185880,4,studio
7c5tRyNXCM77xYfBJGg3B6,0.811,0.59,2,-6.264,1,0.0405,0.737,0.251,0.341,0.848,132.745,192827,4,studio
57exMMIWTLMmwerkzcxcpu,0.92,0.632,11,-9.013,1,0.0818,0.115,0.00727,0.151,0.698,117.708,286267,4,studio
0naWmO0bE2itsfHCuDwf4N,0.408,0.377,9,-13.634,0,0.0485,0.763,0.0049,0.377,0.216,115.919,377560,3,live
5XJbLWHhhbmLuRSe2h3Avl,0.947,0.562,5,-6.09,1,0.0434,0.00129,1.43e-05,0.291,0.814,133.304,349267,4,studio
6g0FhRlDo5MJBBeTg2Vb8l,0.196,0.347,2,-12.977,0,0.0308,0.909,0.000356,0.124,0.0732,135.875,183173,4,studio
74z9AsqO74WCnX3BlvbGAL,0.856,0.352,2,-7.132,1,0.0642,0.296,3.75e-06,0.068,0.704,189.846,213027,4,studio
1KeOceXRwh3e7qHa00jszs,0.367,0.585,9,-12.967,1,0.0372,0.79,3.09e-06,0.212,0.323,122.002,991467,4,studio
3uHpPWsNDTpbbqedCRoaQU,0.38,0.583,7,-17.607,1,0.0482,0.376,0.00685,0.0676,0.529,81.892,201133,4,studio
2ido7fZljZU6SRKsJQB5Ap,0.892,0.546,7,-5.388,1,0.0417,0.268,0.0255,0.898,0.722,124.068,257556,4,live
248CH88KKA1cDU82PPmzwe,0.968,0.361,9,-2.993,0,0.0745,0.0931,0,0.825,0.197,150.016,226667,4,live
4WOruM7TiQSETsWYy8bDSX,0.473,0.533,9,-9.477,0,0.0304,0.167,2.02e-06,0.0899,0.305,139.193,224733,4,studio
7xYurbTvGLUCBSjFA46Tb3,0.974,0.241,11,-3.826,0,0.118,0.192,0.00233,0.975,0.272,139.456,295347,4,live
4i4oDSWluhViEzuYIZYtmJ,0.508,0.365,4,-12.103,1,0.0319,0.0793,4.04e-05,0.15,0.623,155.741,272600,3,studio
4LIqZhC3uSlyaXIWsPBgZg,0.535,0.498,7,-7.794,1,0.0291,0.895,0.000341,0.221,0.631,115.108,194707,4,studio
5l88dbRliiiI0Smy1dbJ4X,0.587,0.345,2,-9.526,1,0.0314,0.0906,0,0.691,0.645,95.303,159867,4,live
4PSne2hBxyKSqbTTpuwOIi,0.99,0.413,10,-5.104,1,0.121,0.247,4.68e-05,0.978,0.532,129.899,367253,4,live
6hyyhCeaoVC83Po2zhLx4A,0.233,0.584,0,-11.884,1,0.0323,0.852,0,0.164,0.391,78.525,157093,4,studio
2qTvEdNY21mL9whUJot9Oc,0.646,0.492,2,-7.702,1,0.0432,0.686,0.000153,0.372,0.693,104.394,227867,3,studio
1BythdpR6CAZNT8ltjv6IT,0.798,0.371,0,-5.184,1,0.0464,0.407,0.4,0.188,0.603,131.776,258307,4,studio
4K1imZQQ0yKtJ40vGmUajS,0.142,0.607,7,-23.455,1,0.0382,0.843,0.000197,0.121,0.305,118.867,220400,4,studio
0fV1H6haFhgkHnRpFTvSze,0.979,0.356,4,-6.617,1,0.0603,0.0179,0.119,0.956,0.712,176.98,306067,4,live
3P27MyEhhROcnoFnZ9WeGG,0.875,0.486,0,-3.446,1,0.0497,0.092,0,0.758,0.509,117.797,303267,4,live
1v4EF7zZLvC8XkcEncOTue,0.676,0.455,0,-6.533,1,0.0365,0.835,0.00051,0.322,0.517,132.422,136760,4,studio
650yZbSzruDtSJyxe0Wgr9,0.995,0.152,10,-4.908,1,0.139,1.33e-05,0,0.971,0.196,171.585,154800,4,live
4WnSOB3RQiCrTGLN2f5RaL,0.744,0.373,7,-8.837,1,0.0372,0.276,1.81e-05,0.839,0.414,146.582,296467,4,live
2yEGnVnk7gaJ96ryDOkcEY,0.289,0.723,0,-20.219,1,0.0974,0.592,0,0.182,0.607,117.968,182600,4,studio
7htt7UuxHL5wneOcMWJP5E,0.204,0.472,9,-13.419,1,0.0408,0.966,4.12e-05,0.69,0.296,129.504,253907,4,live
7xVpkVkd1klTzLJEysIR7z,0.273,0.556,5,-15.973,1,0.0372,0.613,3.27e-06,0.188,0.692,166.064,271360,3,studio
7sTxTZSoqgpnqOMkwJGXHu,0.207,0.442,0,-17.114,1,0.0362,0.838,0.932,0.0915,0.399,137.969,132373,3,studio
5924F4dtwz1VZC5KnrSRoV,0.893,0.434,9,-10.337,0,0.149,0.00542,0.000534,0.704,0.196,159.475,268360,4,live
6N2DTFQZjW9vz0NteQWV42,0.343,0.503,6,-13.648,0,0.0273,0.763,0.00523,0.143,0.65,98.99,348600,4,studio
4yzgjSHWy5E8fKflgwaKQh,0.79,0.684,5,-8.714,0,0.0416,0.532,0.00183,0.0846,0.581,119.196,253893,4,live
6Tez3LgU9h4X3Uew7XgHmD,0.282,0.657,7,-12.732,1,0.0324,0.165,1.16e-05,0.0706,0.357,108.89,236707,4,studio
0K8kLv4gRQH9O84MaXZBnD,0.975,0.566,11,-3.079,1,0.051,0.0317,0,0.859,0.97,131.803,160093,4,live
0639sfoRA7sW4fGS1EzcQu,0.639,0.587,7,-8.065,1,0.0357,0.395,0,0.68,0.789,116.499,249307,4,live
7IuEjrhTNqxzm3dcINDH7V,0.332,0.544,4,-12.231,1,0.0433,0.0084,0.000396,0.135,0.174,133.782,193000,4,studio
1oeceuYGTTPrJSRHK7zhIG,0.772,0.149,11,-5.172,1,0.0459,0.0268,0.0252,0.984,0.117,76.049,749773,4,live
4szKCpgSKZX39jaqXCZBt4,0.919,0.446,4,-5.366,0,0.106,0.0848,0,0.981,0.256,131.957,233440,4,live
4Ssu7gp6FEcmVFY2LJmDby,0.925,0.243,5,-4.136,1,0.305,0.0264,2.05e-06,0.804,0.342,158.742,498173,4,live
7dPFZvdOwskuIT8lWfUrLZ,0.512,0.564,0,-6.958,1,0.0281,0.271,9.95e-06,0.14,0.29,126.897,203507,4,live
0JJM039uYLSCtOiYGSLcmh,0.601,0.64,3,-10.951,1,0.0465,0.695,0.00203,0.0598,0.461,145.768,181053,4,studio
5Oer8yskMaCGXwGSfM7xr9,0.257,0.681,4,-15.348,1,0.0695,0.597,0,0.161,0.566,115.867,449093,4,studio
3kzUgsSqGf1TlGcfC8ZkeO,0.812,0.438,2,-5.675,1,0.243,0.329,0,0.0723,0.865,176.998,168507,4,studio
6Vcwr9tb3ZLO63F8DL8cqu,0.661,0.421,9,-13.126,1,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,341627,4,studio
0J2CxlVvgNqAvO3SxwKHUm,0.276,0.498,8,-13.661,1,0.0348,0.928,0.000534,0.0913,0.443,134.672,155533,3,studio
132ZSnHdeb0wHa03IarUaA,0.765,0.417,10,-7.355,1,0.0532,0.205,0.000166,0.0667,0.359,142.338,314253,4,studio
716TKYoyVXFrXjz3rHwajp,0.376,0.544,0,-22.38,1,0.033,0.314,0.798,0.161,0.732,121.264,191507,4,studio
2OiysLw55VVjAYj1tC2TMF,0.635,0.478,4,-5.231,1,0.0305,0.464,0.291,0.133,0.514,112.101,166600,4,studio
4UtREbGYnd1nZLckEb5y8J,0.9,0.649,7,-4.135,1,0.0306,0.146,0,0.694,0.86,123.978,263680,4,live
02Dkg9KisMTISWEBK5AKMk,0.558,0.599,2,-9.163,0,0.0526,0.359,1.3e-06,0.217,0.842,164.344,358307,4,studio
0WWSqjiV8czuWNQ05C5aXl,0.882,0.569,11,-4.203,0,0.045,0.905,0.000375,0.966,0.43,114.611,237600,4,live
1FIrnH3Dme6EyYNnd96svn,0.509,0.639,9,-9.95,1,0.0319,0.608,0.000482,0.275,0.618,132.527,236347,4,studio
6k9DUKMJpWvu6eFG3O64Lg,0.727,0.576,4,-9.973,0,0.05,0.702,0,0.324,0.751,173.854,141293,4,studio
4xhHhecO7i0jEySdGKQMWp,0.225,0.429,2,-15.342,0,0.0396,0.617,6.03e-06,0.112,0.457,238.895,194733,3,studio
39CGrUZUozjtjgAASzzB56,0.375,0.436,6,-13.856,1,0.0284,0.165,0,0.294,0.49,107.386,184880,4,live
74KpujtKzOfwEXSfuPwfHq,0.595,0.36,9,-11.186,1,0.0397,0.348,0,0.255,0.59,143.247,663333,4,studio
0udZHhCi7p1YzMlvI4fXoK,0.364,0.593,11,-8.346,1,0.0388,0.852,8.64e-06,0.148,0.388,125.854,158707,4,studio
0RU0LGY8n0iB4IxvvfgqHz,0.687,0.472,2,-9.94,1,0.0418,0.358,1.29e-05,0.783,0.705,126.396,360413,4,live
713yeila63kevWr0gqwTxO,0.749,0.564,11,-6.203,1,0.0406,0.0879,0,0.853,0.552,142.902,220960,4,live
1djwWsVaJH3NwCgktzssfd,0.874,0.345,11,-5.735,1,0.0719,0.0388,0,0.666,0.316,167.499,334367,4,live
0qI2XsEDWAw04eINOxqwOt,0.104,0.461,2,-20.151,1,0.0624,0.887,0.000314,0.108,0.191,143.996,269240,4,studio
66sHHYwr6tBhluZgDs1wzD,0.588,0.428,7,-11.672,0,0.0413,0.411,0,0.265,0.805,99.231,240250,4,live
50Jl8OLUezelkKaYmFCBXb,0.806,0.617,2,-11.337,1,0.0367,0.0118,0.021,0.934,0.7,131.77,227000,4,live
6ixNehh9DrMM9vYhN93foh,0.679,0.563,0,-6.191,1,0.0441,0.825,0,0.336,0.76,123.38,97760,4,studio
127kIihugHqw4fAGpH3wfe,0.949,0.608,2,-5.457,0,0.0524,0.273,0.0131,0.838,0.83,127.983,263221,4,live
2a8pQLSuhloP8ywoy5Or5i,0.768,0.614,3,-9.169,0,0.0756,0.152,2.02e-05,0.873,0.613,121.009,217199,4,live
4xc119RGAmh26rLAvNJB8V,0.0655,0.545,10,-22.747,0,0.0349,0.874,1.11e-06,0.105,0.204,65.296,206293,4,studio
1qbn6QrHG8XfnqVFKgNzKP,0.381,0.465,4,-14.195,1,0.0316,0.529,0.00835,0.111,0.227,126.372,387733,4,studio
5xNE6bGRS65lxMEBIl6xbT,0.78,0.452,7,-11.035,1,0.0719,0.028,0.000716,0.0662,0.456,98.312,214800,4,studio
4wfZupZl70rWM1IVdZBvij,0.409,0.227,0,-10.019,1,0.0382,0.713,0.00132,0.938,0.159,80.693,452040,3,live
2JcAqr3fUWIFZWPa9rjkwm,0.434,0.327,9,-7.007,1,0.0318,0.793,0,0.0942,0.343,178.539,245960,3,studio
6h8laPks98zPizQ5qahy40,0.39,0.332,0,-12.425,1,0.0371,0.909,0.0128,0.114,0.488,50.166,142947,4,studio
3Pbttw1eIp21k6kH69Qkrh,0.843,0.608,8,-6.867,0,0.0485,0.0464,2.81e-06,0.514,0.413,132.956,307547,4,live
6ZHAkQveP83pugpI3R3BQr,0.686,0.44,0,-6.701,1,0.105,0.334,0.00707,0.121,0.797,153.757,209440,4,studio
2oVgQ84CTZ3XvIJ24y8Lln,0.0589,0.553,5,-22.762,1,0.03,0.896,0.000135,0.104,0.433,97.186,134747,4,studio
2Rfqmai5wESjBpmj9SP7cs,0.394,0.576,7,-12.74,1,0.0294,0.897,0.104,0.159,0.797,106.752,229253,4,studio
6QHYEZlm9wyfXfEM1vSu1P,0.114,0.615,8,-17.285,1,0.0357,0.926,4e-06,0.166,0.401,101.189,277107,4,studio
6H514etKysTqDseJjhMJ2H,0.876,0.508,6,-4.829,0,0.112,0.435,0,0.941,0.75,86.879,196307,4,live
74Ii7NBZwNhUT8rW23oiAM,0.895,0.496,5,-6.285,1,0.0407,0.0102,0.000162,0.929,0.315,98.022,317360,4,live
0Wtn6dTfc7VINmUPPlUD2M,0.709,0.208,9,-4.755,1,0.0413,0.000396,4.47e-06,0.989,0.144,112.493,352693,4,live
2eQOTnIdn1kwhORg9HhUQI,0.844,0.455,5,-9.881,1,0.125,0.691,5.55e-06,0.919,0.578,154.461,235733,4,live
6RympHnHXbm7SD7F6z6IO5,0.649,0.63,0,-8.227,1,0.354,0.164,1.98e-05,0.814,0.806,85.593,166013,4,live
1pcQcQTueIAmkm1MZhsQh3,0.93,0.427,5,-10.817,0,0.0606,0.00852,0.000699,0.984,0.453,111.252,267000,4,live
6mJeJhRc89MdFpu98mK0EF,0.833,0.574,2,-6.864,1,0.0928,0.155,7.65e-06,0.0915,0.741,150.437,341800,4,studio
67eOiw9tprs6hAR88NFco0,0.793,0.437,10,-5.255,1,0.0299,0.154,4.88e-05,0.92,0.414,102.988,203067,4,live
6OwmxcxlraKhUXofqQwgNK,0.132,0.394,3,-14.145,1,0.0316,0.976,0.00295,0.108,0.0955,121.853,167027,4,studio
7479zXSnpUJqeOk2ibgbXp,0.876,0.37,7,-5.541,1,0.0927,0.0231,1.39e-05,0.731,0.341,145.735,291294,4,live
5V3E8wgaMQVQJw3d9f7Pg9,0.933,0.572,8,-5.064,1,0.0592,0.551,0,0.985,0.741,107.002,202491,4,live
2F4SpQFgVwRQNV76TJe4pt,0.581,0.5,9,-12.014,1,0.0698,0.632,0,0.971,0.72,83.39,231067,3,live
1OF0yn2UISAgngIx8LjifF,0.98,0.631,8,-6.559,1,0.08,0.0766,0,0.943,0.584,137.391,259533,4,live
7CuCP5OoLH77hJTibZQE4r,0.326,0.707,9,-19.686,1,0.0541,0.614,3.06e-05,0.365,0.788,122.948,127600,4,studio
005sPjCjAlnNr5avsMZU40,0.231,0.415,0,-16.367,1,0.047,0.428,0,0.719,0.168,78.346,168880,4,live
6txGFpco4cfgG1sA1MxLCp,0.72,0.287,0,-6.231,1,0.0347,0.756,3.41e-06,0.263,0.709,176.302,195693,4,studio
527TzXYlyFcm8S1dBXHC9Q,0.268,0.29,8,-15.178,0,0.124,0.499,0,0.937,0.328,171.332,135160,5,live
1RdEvxuAUBgPuamyyoQfIi,0.872,0.502,11,-4.524,1,0.0356,0.228,6.98e-05,0.535,0.414,139.893,232240,4,live
1TNtOQTlWK2YkfN4ZWzsn6,0.968,0.378,5,-4.225,0,0.11,0.0196,2.79e-05,0.929,0.159,117.761,377800,4,live
5jeYboq6VwPv0il3HDKYmf,0.247,0.521,10,-18.935,1,0.0519,0.348,0,0.436,0.434,88.566,275453,4,live
1HCTnmG6T5txZHYZglA2P9,0.666,0.653,5,-7.106,1,0.0448,0.219,0.00218,0.186,0.753,120.532,285493,3,studio
2p5YsiLsdmFlBtJOmFXDDj,0.929,0.242,7,-3.126,1,0.0754,0.358,0.00172,0.973,0.232,150.376,185000,4,live
5x04dQRCdcASTXwIC4ddhF,0.177,0.327,9,-12.74,1,0.0283,0.929,0.00336,0.127,0.0901,90.244,216040,1,studio
6os5B6xjuke9YfBKH3tu1e,0.808,0.49,10,-6.725,1,0.0409,0.475,0,0.232,0.604,73.434,205827,4,studio
25jANkMOGXN5zCqqLJrwGj,0.737,0.373,4,-7.457,0,0.0378,0.54,0.000131,0.878,0.374,139.633,240547,4,live
3PpXLSjQPRTYWaTb5J4KUU,0.367,0.571,9,-9.767,0,0.03,0.786,0,0.285,0.509,91.96,282307,4,studio
412jKsXVbH1LJjHZXJoz4o,0.564,0.375,7,-9.458,1,0.0404,0.0269,0.000291,0.343,0.32,183.516,152800,3,studio
41f6D0HUmKoD50ejVbpFdE,0.508,0.536,7,-10.015,1,0.0292,0.341,0,0.22,0.672,90.887,159800,4,studio
73jf0RjsUqOPDoKuKhawbq,0.936,0.565,7,-4.819,1,0.0537,0.00377,0.00946,0.97,0.588,114.979,418413,4,live
2WEE10JUB0IuuTKluMyYXG,0.478,0.388,10,-10.093,1,0.0404,0.273,0,0.121,0.622,188.573,500453,3,studio
1vO1stLXVD37MybMxIn28C,0.324,0.614,2,-8.951,1,0.0701,0.805,0,0.206,0.526,85.233,149800,4,studio
1LfTvT9JPYuuZanwxLtZCr,0.172,0.393,0,-19.711,1,0.0413,0.827,0.00054,0.0899,0.102,106.844,1014787,4,studio
4kRh9lyQMQyg0MK1kzKAzN,0.226,0.34,8,-12.007,1,0.0301,0.903,0.000158,0.124,0.223,139.28,216520,3,studio
6heaWvOwtcbvjd4sXb73qB,0.711,0.474,1,-7.85,0,0.0289,0.366,0.000355,0.896,0.374,114.979,230267,4,live
5fcbd0Z5V7t2871wKTM4qJ,0.226,0.626,8,-13.843,1,0.0331,0.932,0.00149,0.12,0.354,92.299,212067,3,studio
4ZcdlTnZZ6kmLpzmZpdhlR,0.572,0.535,5,-14.133,1,0.0354,0.344,0,0.856,0.548,143.885,213938,4,live
3pRRYcXy3Z0PsAa8griSoF,0.534,0.322,9,-6.662,0,0.0316,0.64,0,0.691,0.271,150.418,275333,4,live
7LThnNTKHNAYW98LwlO7yB,0.869,0.3,6,-9.219,1,0.0464,0.00486,0,0.964,0.689,181.233,247880,4,live
5ifEhSvgjgM1KVHOnzsJ8C,0.863,0.436,4,-6.139,1,0.0526,0.0669,0.0584,0.654,0.326,133.225,265827,4,live
0D7qLnnev1iKpH5RNT7YsD,0.314,0.64,2,-12.88,1,0.038,0.86,5.72e-06,0.0779,0.798,100.552,288000,4,studio
2zQEl3RgJivVTabwczXxtn,0.151,0.561,7,-18.027,1,0.0442,0.669,5.08e-05,0.0928,0.455,120.694,127640,4,studio
5HOumsMcn7ORrAFswp0hU6,0.686,0.423,7,-10.77,1,0.0954,0.848,0,0.785,0.44,131.039,204533,4,live
1IwQ8ft8ik7WviOIFTsaX0,0.927,0.196,4,-5.105,1,0.189,0.0218,0.0192,0.385,0.376,80.798,239187,4,live
7fJKZAezCzADUYPX7IJf7L,0.827,0.46,2,-6.071,1,0.0336,0.0385,0.000855,0.984,0.381,162.145,400776,4,live
1IuGKDA6SzbRLYZ4ZmEg2Y,0.406,0.446,0,-10.165,1,0.0357,0.841,8.18e-06,0.063,0.285,117.405,228520,4,studio
342JWIRl04SQCGaUoQq81p,0.944,0.395,2,-4.945,1,0.067,0.0355,0.00942,0.986,0.467,118.858,319720,4,live
63rpWH4fcjeZFKiGJcMR80,0.0382,0.481,10,-22.016,1,0.0399,0.935,1.85e-06,0.111,0.179,65.349,239253,4,studio
5pdzgj2JwzuWtKnV7jLClf,0.289,0.627,7,-8.97,1,0.0295,0.885,0,0.134,0.227,69.623,246000,4,studio
14em4cJeTWNLfmvh9BuEVW,0.598,0.405,11,-7.435,1,0.033,0.516,0,0.0936,0.461,73.871,184213,4,studio
4kx0y4fd5vXuKstek2ELAg,0.911,0.451,10,-6.592,1,0.098,0.00118,0.000318,0.965,0.244,137.462,328893,4,live
